Event	ID	Name			Wwise Object Path	Notes
	928448524	FootstepAsphalt			\Default Work Unit\FootstepAsphalt	
	1337894422	Play_Frog2			\Default Work Unit\Play_Frog2	
	1797954987	Play_CatPurr			\Default Work Unit\Play_CatPurr	
	2040906863	Play_Drip			\Default Work Unit\Drip\Play_Drip	
	2659198924	Play_Frog			\Default Work Unit\Play_Frog	
	2751300724	StopAll200ms			\Default Work Unit\StopAll200ms	
	2998759187	Play_JapaneseWhisper			\Default Work Unit\Play_JapaneseWhisper	
	3015324718	Play_Fire			\Default Work Unit\Play_Fire	
	3061328468	Play_Drip10			\Default Work Unit\Drip\Play_Drip10	
	3061328469	Play_Drip11			\Default Work Unit\Drip\Play_Drip11	
	4008983172	Play_Drip9			\Default Work Unit\Drip\Play_Drip9	
	4008983173	Play_Drip8			\Default Work Unit\Drip\Play_Drip8	
	4008983176	Play_Drip5			\Default Work Unit\Drip\Play_Drip5	
	4008983177	Play_Drip4			\Default Work Unit\Drip\Play_Drip4	
	4008983179	Play_Drip6			\Default Work Unit\Drip\Play_Drip6	
	4008983182	Play_Drip3			\Default Work Unit\Drip\Play_Drip3	
	4008983183	Play_Drip2			\Default Work Unit\Drip\Play_Drip2	
	4246707501	Play_ElectricPole			\Default Work Unit\Play_ElectricPole	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	453838234	Water, Drip, Isolated, Water, Small, Container 01 SND50335	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Water, Drip, Isolated, Water, Small, Container 01 SND50335_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\Ambience\Drip\Drip5\Water, Drip, Isolated, Water, Small, Container 01 SND50335		440628
	470626273	Footsteps, Human, Asphalt, Male, Walk SND11513 1	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Footsteps, Human, Asphalt, Male, Walk SND11513 1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\FootstepAsphalt\Footsteps, Human, Asphalt, Male, Walk SND11513 1		23496
	518713305	Water, Drip, Intense Water Drops SND55615	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Water, Drip, Intense Water Drops SND55615_964618FA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\Ambience\Drip\Drip\Water, Drip, Intense Water Drops SND55615		534532
	595694708	Water, Drip, Single Drip SND55616	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Water, Drip, Single Drip SND55616_01B15074.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\Ambience\Drip\Drip10\Water, Drip, Single Drip SND55616		872528
	608143633	Water, Drip, Isolated, Plastic SND50340	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Water, Drip, Isolated, Plastic SND50340_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\Ambience\Drip\Drip6\Water, Drip, Isolated, Plastic SND50340		501054
	680862062	Electricity, Misc, Electric Pole, Pole Vibrations 01 SND80367 1	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Electricity, Misc, Electric Pole, Pole Vibrations 01 SND80367 1_AF36630E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\ElectricPole\Electricity, Misc, Electric Pole, Pole Vibrations 01 SND80367 1		2913194
	704219089	Water, Drip, Water Surface, Small, Light 01 SND93130 - Pitch 50	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Water, Drip, Water Surface, Small, Light 01 SND93130 - Pitch 50_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\Ambience\Drip\Drip11\Water, Drip, Water Surface, Small, Light 01 SND93130 - Pitch 50		457078
	733772238	Footsteps, Human, Asphalt, Male, Walk SND11513 3	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Footsteps, Human, Asphalt, Male, Walk SND11513 3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\FootstepAsphalt\Footsteps, Human, Asphalt, Male, Walk SND11513 3		43896
	758156000	japansk9	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\japansk9_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\JapaneseWhisper\japansk9		8357044
	788594963	Footsteps, Human, Asphalt, Male, Walk SND11513 4	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Footsteps, Human, Asphalt, Male, Walk SND11513 4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\FootstepAsphalt\Footsteps, Human, Asphalt, Male, Walk SND11513 4		30696
	810803844	Water, Drip, Rhythmic Drops, Melting Snow, Turku Finland 03 SND81121 - Pitch 50	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Water, Drip, Rhythmic Drops, Melting Snow, Turku Finland 03 SND81121 - Pitch 50_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\Ambience\Drip\Drip9\Water, Drip, Rhythmic Drops, Melting Snow, Turku Finland 03 SND81121 - Pitch 50		280440
	907646342	Footsteps, Human, Asphalt, Male, Walk SND11513 6	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Footsteps, Human, Asphalt, Male, Walk SND11513 6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\FootstepAsphalt\Footsteps, Human, Asphalt, Male, Walk SND11513 6		37898
	923675673	japansk3	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\japansk3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\JapaneseWhisper\japansk3		7636064
	981268658	Frog2	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Soundly Audio\Animals, Amphibian, Frogs, Many, Loud, Close, Croak 02 SND86109 3_A8D7761F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\Frog2\Frog2		5952144
	986187470	CatPurr	C:\Users\Emil\AudioPuzzle URP_WwiseIntegrationTemp1\AudioPuzzle URP_WwiseProject\.cache\Mac\SFX\Soundly Audio\Animal, Cat Domestic, Purr, Close SND70274_A5CDF898.wem		\Actor-Mixer Hierarchy\Default Work Unit\Positional\CatPurr\CatPurr		587690

